"vendas","descontos","venda_líquida","qtd_unidades","lucro","custo_entrega","custo_implicito","prioridades_pedidos","categorias_produto","sub_categorias_produto","modo_entrega"
2172.515,0.06,2042.1641,15,32.75,8.99,2000.4241,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
1319.421,0.07,1227.06153,10,-268.87,8.08,1487.85153,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
550.93,0.1,495.83699999999993,33,-141.6,9.47,627.9669999999999,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
2160.27,0.09,1965.8457,28,-818.32,35.0,2749.1657,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
134.42,0.05,127.69899999999998,46,9.34,1.01,117.34899999999998,MEDIUM,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
149.7,0.05,142.21499999999997,26,-132.63,7.78,267.06499999999994,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,EXPRESS AIR
284.6735,0.04,273.28656,5,-247.24,8.99,511.53656,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,EXPRESS AIR
165.04,0.03,160.0888,5,-112.44,8.65,263.87879999999996,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
471.87,0.05,448.2765,43,52.27,5.25,390.7565,HIGH,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR
751.71,0.09,684.0561,6,50.83,0.99,632.2361,HIGH,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
214.62,0.05,203.889,49,-151.42,5.41,349.899,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
1631.04,0.0,1631.04,48,665.63,1.99,963.42,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
5311.973,0.02,5205.73354,35,1142.08,13.99,4049.6635400000005,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
1061.905,0.06,998.1907,19,152.75,2.5,842.9407,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
183.32,0.04,175.9872,11,-61.1,9.4,227.6872,MEDIUM,TECHNOLOGY,OFFICE MACHINES,REGULAR AIR
98.66,0.1,88.794,5,-19.52,9.03,99.28399999999999,CRITICAL,OFFICE SUPPLIES,PAPER,REGULAR AIR
123.26,0.02,120.79480000000001,38,-4.73,1.86,123.66480000000001,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
1060.34,0.04,1017.9264,42,-174.94,15.68,1177.1864,MEDIUM,FURNITURE,OFFICE FURNISHINGS,DELIVERY TRUCK
2011.46,0.01,1991.3454,48,171.07,8.66,1811.6154,LOW,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
87.32,0.08,80.33439999999999,31,-1.18,0.96,80.5544,MEDIUM,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
77.55,0.0,77.55,33,-37.2,1.99,112.76,CRITICAL,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
329.91,0.04,316.71360000000004,50,-279.93,9.54,587.1036,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR
342.27,0.09,311.46569999999997,8,-17.68,19.99,309.15569999999997,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
577.95,0.07,537.4935,39,-86.43,7.42,616.5035,MEDIUM,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR
980.95,0.02,961.331,41,234.68,8.18,718.471,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR
285.91,0.02,280.1918,45,-104.99,5.22,379.9618,MEDIUM,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
2611.8035,0.06,2455.09529,48,644.81,5.92,1804.3652900000002,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
128.25,0.07,119.2725,30,-95.31,5.26,209.3225,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,EXPRESS AIR
141.27,0.08,129.9684,6,28.14,2.99,98.83840000000001,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,EXPRESS AIR
242.8,0.07,225.804,42,95.91,1.0,128.894,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
16.02,0.09,14.578199999999999,9,-2.82,0.75,16.6482,HIGH,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR
202.64,0.03,196.5608,47,28.75,1.17,166.6408,NOT SPECIFIED,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
97.57,0.04,93.6672,4,-27.31,14.87,106.10719999999999,CRITICAL,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
5072.34,0.06,4767.9996,36,369.46,19.99,4378.5496,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
45.63,0.02,44.717400000000005,12,15.42,0.5,28.797400000000003,CRITICAL,OFFICE SUPPLIES,LABELS,REGULAR AIR
1090.11,0.08,1002.9011999999999,21,55.87,5.5,941.5311999999999,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
60.5625,0.02,59.35125,2,-165.54,1.1,223.79125,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
67.47,0.03,65.4459,23,-100.6,6.35,159.6959,LOW,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR
82.64,0.1,74.376,12,0.35,2.35,71.67600000000002,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
465.9,0.05,442.60499999999996,38,79.34,4.86,358.405,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR
742.05,0.05,704.9475,50,-337.98,13.56,1029.3675,HIGH,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
110.32,0.09,100.3912,31,-32.65,1.32,131.7212,CRITICAL,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR
3186.77,0.09,2899.9607,42,455.42,19.95,2424.5907,LOW,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
3645.12,0.04,3499.3152,36,807.29,15.66,2676.3652,LOW,OFFICE SUPPLIES,APPLIANCES,DELIVERY TRUCK
934.07,0.07,868.6851,23,-7.5,10.25,865.9351,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
175.08,0.07,162.82440000000003,35,-168.72,5.14,326.4044,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
290.07,0.07,269.7651,18,-114.2,7.04,376.9251,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
196.81,0.06,185.0014,31,70.39,1.34,113.27139999999999,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
4531.34,0.08,4168.8328,20,653.68,14.7,3500.4528000000005,NOT SPECIFIED,TECHNOLOGY,OFFICE MACHINES,DELIVERY TRUCK
262.94,0.06,247.1636,18,-22.37,6.75,262.7836,NOT SPECIFIED,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
574.5,0.02,563.01,44,-449.04,14.37,997.6800000000001,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
462.366,0.1,416.1294,27,-120.05,3.3,532.8793999999999,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
336.48,0.09,306.1968,14,5.56,5.37,295.2668,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
69.57,0.05,66.0915,8,-36.06,6.5,95.6515,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
321.68,0.04,308.8128,26,-12.25,4.98,316.08279999999996,CRITICAL,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
45.73,0.0,45.73,8,-23.29,5.49,63.529999999999994,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR
58.44,0.05,55.518,4,-7.04,4.5,58.058,HIGH,OFFICE SUPPLIES,APPLIANCES,EXPRESS AIR
2052.2655,0.04,1970.17488,22,371.4,2.5,1596.27488,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
122.41,0.09,111.3931,18,2.37,4.95,104.0731,LOW,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
2869.44,0.08,2639.8848,50,840.55,3.99,1795.3448,NOT SPECIFIED,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
183.08,0.01,181.2492,49,82.49,0.5,98.2592,HIGH,OFFICE SUPPLIES,LABELS,REGULAR AIR
257.9,0.0,257.9,28,-84.69,8.29,334.29999999999995,NOT SPECIFIED,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR
901.81,0.02,883.7737999999999,18,-76.89,19.99,940.6737999999999,CRITICAL,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
623.1265,0.09,567.045115,38,122.29,0.99,443.765115,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
2651.23,0.09,2412.6193,27,-741.81,35.0,3119.4293,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
107.56,0.1,96.804,17,-25.0,54.95,66.854,CRITICAL,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
971.95,0.09,884.4745,34,-21.1,6.64,898.9345000000001,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR
1386.69,0.05,1317.3555000000001,15,363.0,19.99,934.3655000000001,CRITICAL,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR
44.51,0.01,44.0649,9,-43.48,6.89,80.6549,HIGH,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
218.29,0.09,198.6439,23,-32.43,5.76,225.31390000000002,NOT SPECIFIED,TECHNOLOGY,OFFICE MACHINES,REGULAR AIR
1554.21,0.08,1429.8732,38,114.45,8.66,1306.7631999999999,MEDIUM,FURNITURE,OFFICE FURNISHINGS,EXPRESS AIR
273.42,0.0,273.42,7,10.06,14.72,248.64,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
250.75,0.02,245.735,13,-43.52,9.47,279.785,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
200.7,0.02,196.68599999999998,29,-147.72,9.17,335.236,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
313.05,0.02,306.789,31,81.87,1.99,222.92899999999997,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,EXPRESS AIR
384.21,0.04,368.84159999999997,23,-266.22,17.78,617.2816,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
2149.03,0.03,2084.5591000000004,23,-235.56,19.99,2300.1291000000006,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
10.48,0.0,10.48,1,-3.78,2.04,12.22,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,EXPRESS AIR
17.59,0.1,15.831,6,-19.74,5.0,30.570999999999998,LOW,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
4211.0,0.07,3916.23,39,-270.57,69.0,4117.8,LOW,FURNITURE,TABLES,REGULAR AIR
89.99,0.0,89.99,18,18.96,1.49,69.53999999999999,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
343.0,0.0,343.0,50,-76.94,5.66,414.28,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR
135.91,0.07,126.3963,25,37.5,1.21,87.6863,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
164.22,0.1,147.798,28,-124.72,7.5,265.01800000000003,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
132.78,0.09,120.8298,18,-130.96,11.15,240.6398,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
2096.7,0.03,2033.7989999999998,45,939.67,5.86,1088.2689999999998,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR
81.87,0.07,76.1391,12,-31.14,5.94,101.3391,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR
164.41,0.0,164.41,30,-128.52,7.54,285.39,CRITICAL,OFFICE SUPPLIES,PAPER,REGULAR AIR
103.2,0.02,101.136,23,17.89,0.94,82.306,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
144.14,0.05,136.933,15,12.09,1.99,122.85299999999998,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
30.65,0.03,29.7305,9,0.08,1.35,28.3005,LOW,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR
259.83,0.0,259.83,40,80.73,1.49,177.60999999999996,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
57.28,0.02,56.1344,14,7.31,1.49,47.334399999999995,LOW,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
227.87,0.02,223.3126,32,-130.61,8.4,345.5226,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
26.5,0.05,25.175,3,20.12,4.0,1.0549999999999997,LOW,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
267.0,0.09,242.97,19,-2.83,7.17,238.63000000000002,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
1763.6,0.08,1622.512,42,455.37,1.99,1165.152,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
265.75,0.06,249.805,25,14.0,5.14,230.66500000000002,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
162.25,0.03,157.3825,21,-42.72,6.05,194.05249999999998,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
576.58,0.04,553.5168,41,-81.55,7.59,627.4767999999999,NOT SPECIFIED,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR
85.71,0.08,78.85319999999999,26,9.32,0.98,68.55319999999998,NOT SPECIFIED,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
104.97,0.07,97.6221,39,3.21,0.93,93.4821,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
437.478,0.02,428.72844000000003,24,-42.23,1.25,469.70844000000005,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
184.74,0.0,184.74,29,-102.25,4.38,282.61,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
802.46,0.08,738.2632,42,192.88,5.97,539.4132,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,EXPRESS AIR
1769.9,0.05,1681.4050000000002,18,-468.89,35.0,2115.295,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR
615.68,0.08,566.4255999999999,45,-54.34,6.75,614.0156,CRITICAL,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
126.62,0.08,116.49040000000001,18,60.79,0.5,55.20040000000001,MEDIUM,OFFICE SUPPLIES,LABELS,EXPRESS AIR
111.39,0.02,109.1622,37,20.06,0.7,88.4022,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
370.48,0.04,355.6608,28,-5.45,4.51,356.6008,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
403.17,0.02,395.1066,14,147.45,1.49,246.16660000000002,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
54.32,0.09,49.431200000000004,16,16.11,0.7,32.6212,NOT SPECIFIED,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR
2185.61,0.01,2163.7539,29,-2897.25,89.3,4971.7039,LOW,FURNITURE,TABLES,DELIVERY TRUCK
184.1,0.04,176.736,48,43.2,0.7,132.836,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
2138.63,0.01,2117.2437,14,453.03,19.99,1644.2237000000002,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
76.04,0.04,72.9984,12,-47.55,7.15,113.3984,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR
225.4,0.08,207.368,35,-165.48,8.4,364.448,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR
4408.27,0.04,4231.939200000001,24,329.28,30.0,3872.659200000001,NOT SPECIFIED,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
4011.65,0.05,3811.0675,30,-603.8,54.74,4360.1275000000005,MEDIUM,FURNITURE,BOOKCASES,DELIVERY TRUCK
154.35,0.0,154.35,21,-91.14,8.74,236.75,CRITICAL,OFFICE SUPPLIES,PAPER,REGULAR AIR
216.77,0.02,212.43460000000002,33,-55.11,5.27,262.2746,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
89.97,0.02,88.1706,15,23.48,1.46,63.230599999999995,CRITICAL,OFFICE SUPPLIES,PAPER,REGULAR AIR
884.1275,0.06,831.0798500000001,9,-178.71,4.23,1005.5598500000001,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
692.73,0.01,685.8027000000001,16,94.97,17.48,573.3527,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR
22.19,0.01,21.9681,6,-3.51,1.86,23.6181,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
815.89,0.1,734.3009999999999,43,-20.25,4.0,750.5509999999999,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
4933.99,0.1,4440.590999999999,41,1161.89,12.65,3266.0509999999995,NOT SPECIFIED,FURNITURE,CHAIRS & CHAIRMATS,REGULAR AIR
72.93,0.01,72.20070000000001,23,28.55,0.49,43.16070000000002,HIGH,OFFICE SUPPLIES,LABELS,REGULAR AIR
2537.88,0.03,2461.7436000000002,42,-377.25,32.41,2806.5836000000004,NOT SPECIFIED,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
311.38,0.06,292.6972,26,34.12,5.72,252.85719999999998,CRITICAL,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR
456.91,0.04,438.6336,28,-328.18,17.78,749.0336,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR
24.72,0.06,23.2368,8,-21.47,3.5,41.2068,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
2066.63,0.03,2004.6311,14,65.58,19.99,1919.0611000000001,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
116.38,0.08,107.0696,12,29.68,2.03,75.3596,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
62.77,0.01,62.142300000000006,1,-36.84,4.5,94.48230000000001,NOT SPECIFIED,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
240.14,0.06,225.7316,36,57.78,2.0,165.95159999999998,LOW,OFFICE SUPPLIES,PAPER,EXPRESS AIR
879.54,0.09,800.3814,40,166.93,6.3,627.1514,LOW,TECHNOLOGY,OFFICE MACHINES,REGULAR AIR
269.93,0.05,256.4335,48,119.64,0.95,135.8435,LOW,OFFICE SUPPLIES,PAPER,EXPRESS AIR
4547.9,0.01,4502.420999999999,45,-768.14,58.2,5212.361,NOT SPECIFIED,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
4212.752,0.06,3959.9868800000004,18,-715.78,54.12,4621.64688,MEDIUM,FURNITURE,TABLES,DELIVERY TRUCK
249.02,0.1,224.118,46,-282.61,8.49,498.238,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
78.49,0.03,76.1353,41,5.53,0.75,69.8553,MEDIUM,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR
119.2,0.06,112.048,32,30.61,0.99,80.44800000000001,HIGH,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR
418.82,0.02,410.4436,48,-60.21,6.19,464.4636,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
127.17,0.1,114.453,23,-108.13,6.98,215.603,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
2545.89,0.01,2520.4311,17,-321.51,35.0,2806.9411,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
106.03,0.09,96.4873,26,42.89,0.5,53.097300000000004,CRITICAL,OFFICE SUPPLIES,LABELS,REGULAR AIR
241.9,0.05,229.805,41,-136.7,5.92,360.58500000000004,CRITICAL,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
65.16,0.03,63.2052,29,-7.04,1.38,68.8652,CRITICAL,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR
2269.41,0.05,2155.9395,33,630.18,3.5,1522.2595000000001,MEDIUM,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
2514.5125,0.04,2413.932,46,601.65,4.99,1807.292,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,EXPRESS AIR
1425.21,0.1,1282.689,9,-65.02,30.0,1317.709,LOW,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
2435.5135,0.08,2240.67242,24,315.49,4.2,1920.98242,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
40.72,0.1,36.647999999999996,4,-10.25,6.93,39.967999999999996,LOW,OFFICE SUPPLIES,PAPER,EXPRESS AIR
568.7435,0.05,540.306325,19,143.79,3.3,393.2163250000001,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
2506.38,0.07,2330.9334,20,-500.46,51.94,2779.4534,LOW,FURNITURE,TABLES,DELIVERY TRUCK
1959.43,0.09,1783.0813,49,467.72,4.62,1310.7413000000001,LOW,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
5549.79,0.09,5050.3089,47,1300.8,17.85,3731.6588999999994,HIGH,TECHNOLOGY,OFFICE MACHINES,DELIVERY TRUCK
728.127,0.02,713.5644599999999,41,49.79,4.81,658.96446,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
1118.2515,0.1,1006.4263500000001,22,-59.59,8.99,1057.02635,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
1883.82,0.08,1733.1144,43,528.77,3.5,1200.8444,HIGH,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
609.4,0.04,585.024,40,-89.23,10.91,663.344,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
282.58,0.1,254.32199999999997,36,21.68,1.99,230.65199999999996,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,EXPRESS AIR
61.5,0.09,55.965,16,-16.27,2.97,69.265,CRITICAL,OFFICE SUPPLIES,PAPER,REGULAR AIR
113.3,0.02,111.03399999999999,27,37.33,0.99,72.714,LOW,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR
324.3175,0.03,314.587975,10,-169.74,5.0,479.327975,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,EXPRESS AIR
194.11,0.03,188.28670000000002,8,87.66,8.99,91.63670000000002,MEDIUM,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
167.53,0.03,162.5041,11,-40.94,7.69,195.7541,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
751.94,0.02,736.9012,5,-283.94,17.85,1002.9911999999999,LOW,TECHNOLOGY,OFFICE MACHINES,DELIVERY TRUCK
48.24,0.09,43.8984,17,-1.62,1.01,44.5084,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
200.08,0.05,190.07600000000002,36,-62.97,5.06,247.98600000000002,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
790.24,0.09,719.1184000000001,24,-213.18,9.02,923.2784000000001,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
1934.6,0.09,1760.4859999999999,33,614.03,14.48,1131.9759999999999,LOW,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
144.84,0.0,144.84,18,21.49,2.82,120.53000000000002,HIGH,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR
24.96,0.01,24.7104,13,-20.68,1.99,43.400400000000005,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
255.31,0.02,250.2038,5,41.41,5.79,203.0038,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR
1219.19,0.02,1194.8062,8,44.37,13.99,1136.4462,HIGH,TECHNOLOGY,OFFICE MACHINES,REGULAR AIR
129.7865,0.05,123.297175,4,-116.51,5.99,233.81717500000002,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,EXPRESS AIR
1844.26,0.03,1788.9322,50,47.58,12.9,1728.4522,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
3467.28,0.06,3259.2432000000003,20,-433.29,29.21,3663.3232000000003,CRITICAL,FURNITURE,TABLES,DELIVERY TRUCK
5897.47,0.0,5897.47,46,-1764.29,70.2,7591.56,CRITICAL,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
1233.51,0.05,1171.8345,40,308.67,9.18,853.9844999999998,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
379.78,0.1,341.80199999999996,48,-71.59,2.38,411.01199999999994,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
856.34,0.06,804.9596,30,248.91,1.99,554.0596,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
238.35,0.0,238.35,19,-64.51,7.95,294.91,MEDIUM,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
29.06,0.1,26.154,2,-16.15,6.97,35.334,LOW,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR
2526.54,0.04,2425.4784,46,772.11,2.5,1650.8683999999998,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
162.39,0.1,146.15099999999998,33,-101.68,5.57,242.261,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR
28.68,0.0,28.68,15,-0.12,0.7,28.1,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
206.2865,0.05,195.972175,31,-111.98,5.03,302.922175,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
5452.9,0.07,5071.196999999999,24,426.67,28.66,4615.866999999999,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,DELIVERY TRUCK
840.24,0.0,840.24,36,19.73,8.99,811.52,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
3637.728,0.06,3419.46432,23,349.47,8.99,3061.00432,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
2398.9,0.09,2182.9990000000003,27,656.95,18.13,1507.919,LOW,FURNITURE,OFFICE FURNISHINGS,EXPRESS AIR
306.13,0.09,278.5783,50,87.6,1.49,189.4883,LOW,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,EXPRESS AIR
128.86,0.1,115.97400000000002,21,-42.81,5.16,153.62400000000002,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
